titulo,link,nivel,materia,fonte_nivel,canal,canal_id
🟢 Questão 136 - Caderno Azul | Estatística | MATEMÁTICA ENEM DIGITAL 2020,https://www.youtube.com/watch?v=ocOsGKmj1fU,Média,Estatística,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 137 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=J0gC3R4pzbs,Fácil,Estatística,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 142 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=eQp9RphCXNo,Fácil,Lógica,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 143 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=1PAdfCRRaaY,Fácil,Lógica,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 144 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=uXUIFYVtovA,Difícil,Geometria Espacial,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 147 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=0Tip2_tNBe0,Fácil,Lógica,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 149 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=GecA1LZypVE,Difícil,Geometria Espacial,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 154 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=qNFwwEl3ufI,Fácil,Estatística,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 162 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=59ax9v5xlEU,Fácil,Lógica,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 175 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=24tAmIZ5E8Y,Difícil,Geometria Espacial,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 178 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2024,https://www.youtube.com/watch?v=3gBnPuK5cl8,Fácil,Estatística,inferido,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
ENEM 2025 Questão 137: Probabilidade Simples - Brasileiros nas Redes Sociais | Prof. Alisson Marques,https://www.youtube.com/watch?v=uMso_IAXx5Q,Média,Razão e Proporção,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 141: Raciocínio Lógico - Volume Descartado no Transporte de Combustível,https://www.youtube.com/watch?v=x9ohU5SbtU0,Fácil,Probabilidade,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 142: Mediana - TRUQUE para NÃO Ordenar Todos os Números! | Prof. Alisson Marques,https://www.youtube.com/watch?v=73Vf4WQBrmk,Fácil,Razão e Proporção,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 143: Multiplicação Simples - MENOR Quantidade de Sódio por Pacote | Matemática,https://www.youtube.com/watch?v=S0UgbbFMvx4,Fácil,Aritmética,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 146: Subtração Simples - Recorde de Usain Bolt nos 100m Rasos | Matemática,https://www.youtube.com/watch?v=f6fNUgnFQ94,Fácil,Lógica,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 149: Geometria Espacial - CÚPULA PENTAGONAL com Relação de Euler | Matemática,https://www.youtube.com/watch?v=9Hs1JdajumE,Média,Geometria Espacial,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 150: Regra de Três Composta - Produção de Tijolos Ecológicos | Matemática,https://www.youtube.com/watch?v=UCZ3KulhkBc,Média,Estatística,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 151: Código de Visitantes - Questão de CORAGEM! | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=-uwTF3beJM4,Média,Funções,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 154: Estoque vs Demanda em Livraria - Interpretação de Gráficos | Matemática,https://www.youtube.com/watch?v=aZdQBj6qTiI,Fácil,Escala,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 155: Combinatória com Casais - Diretoria com Restrições | Prof. Alisson Marques,https://www.youtube.com/watch?v=xgk3lXeFfsg,Difícil,Estatística,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 156: Escala em Desenho na Areia - Conversão de Unidades | Prof. Alisson Marques,https://www.youtube.com/watch?v=whHk-o_BzzQ,Média,Aritmética,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 159: A MENOR Questão da Prova! Conversão de Volume | Prof. Alisson Marques,https://www.youtube.com/watch?v=UmOzRq1YM0U,Média,Funções,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 161: Localização no Bairro - Pontos Cardeais e Raciocínio Espacial | Matemática,https://www.youtube.com/watch?v=p6bHqNf5o5Y,Fácil,Unidades de Medida,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 164: Navegação com Bússola - Lei dos Cossenos | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=zd9Yi-FAiz0,Difícil,Funções,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 170: Volume na Caixa de Descarga - Economia de Água | Matemática,https://www.youtube.com/watch?v=dvhuQAVK-jk,Fácil,Razão e Proporção,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 172: A QUESTÃO MAIS POLÊMICA! Logaritmo com Pegadinha | Matemática,https://www.youtube.com/watch?v=HI0RZIc89g0,Difícil,Probabilidade,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 173: Área de Túnel - Semicírculos e Economia | Matemática Prof. Alisson Marques,https://www.youtube.com/watch?v=dfII_s5mO4A,Fácil,Razão e Proporção,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 171: Embalagem de Tortas - Cilindro em Caixa Quadrada | Matemática Prof. Alisson,https://www.youtube.com/watch?v=vXxboTuWY44,Média,Geometria Espacial,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 179: UNIDADE DE MEDIDA - Luminância em 30 SEGUNDOS | Matemática,https://www.youtube.com/watch?v=h2aaihXdnl0,Difícil,Logaritmo,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 136: Divisão e Consumo - Escolhendo Cilindro de GNV Mais Barato | Matemática,https://www.youtube.com/watch?v=vBdQzBewVoI,Difícil,Geometria Espacial,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 138: Geometria Espacial 3D - Cubo em Movimento e Projeções nos Planos | Matemática,https://www.youtube.com/watch?v=cXvHdBCHfZY,Média,Lógica,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 139: Geometria com PEGADINHA - Ciclovia Circular e Patrulha Policial,https://www.youtube.com/watch?v=ZG2otaNrxcM,Fácil,Probabilidade,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 140: Porcentagem com Química - DOBROU a % mas a QUANTIDADE é a MESMA!,https://www.youtube.com/watch?v=_eH0_2Tj4wQ,Média,Geometria Espacial,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 144: Geometria Espacial - PINTURA de Poliedro com Faces Congruentes | Matemática,https://www.youtube.com/watch?v=seG-1HOq9As,Média,Geometria,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
NEM 2025 Questão 145: Interpretação de Gráfico - Meditação e Frequência Respiratória | Matemática,https://www.youtube.com/watch?v=sIDT-QEEudU,Fácil,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 147: Porcentagem com Gráficos - Escola de Idiomas e Estimativa | Matemática,https://www.youtube.com/watch?v=dZP4Va6FidQ,Difícil,Geometria,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 152: Probabilidade com Celulares - Todos Receberem o Próprio,https://www.youtube.com/watch?v=4O0LpnFtlps,Fácil,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 153: Jogo Digital - Mediatriz e Equidistância | Prof. Alisson Marques,https://www.youtube.com/watch?v=PwnVNn_eCuo,Fácil,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 157: QUESTÃO RELÂMPAGO! Razão e Proporção em 1 Minuto | Prof. Alisson Marques,https://www.youtube.com/watch?v=gmA19swn1so,Média,Análise Combinatória,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 158: Reajuste de Mensalidade - Custos e Lucro | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=agP4VNQwcXg,Média,Escala,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 160: Função Tangente ASSUSTADORA - Estratégia SEM Estudar Tangente! | Matemática,https://www.youtube.com/watch?v=UhYmKrvpCTw,Difícil,Porcentagem,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 162: Produção de Plástico Reciclado - Redução de Custos | Prof. Alisson Marques,https://www.youtube.com/watch?v=ZuDblwendBQ,Média,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 163: Gráficos com Dados Incompletos - Raciocínio Lógico | Prof. Alisson Marques,https://www.youtube.com/watch?v=JD7WMNyUz-Q,Difícil,Trigonometria,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 166: Pace de Corrida - Média e Desvios | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=pDWjAySFV_s,Média,Sistema de Equações,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
"ENEM 2025 Questão 165: Estatística Completa - Média, Mediana, Moda e Desvio Padrão | Matemática",https://www.youtube.com/watch?v=2PIm76A81yk,Média,Lógica,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 167: Gasto com Combustível - GNV vs Gasolina | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=30t04dAld3U,Média,Geometria Plana,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 168: Menor Custo em Autoescola - Comparação de Preços | Prof. Alisson Marques,https://www.youtube.com/watch?v=3gq_hNogi_c,Difícil,Sistema de Equações,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 169: Produção de Soja - Gráficos e Conversões | Prof. Alisson Marques Matemática,https://www.youtube.com/watch?v=NCrWxEJya60,Média,Análise Combinatória,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 174 (ANULADA): Equação com Parcelas - Financiamento de Carro | Matemática,https://www.youtube.com/watch?v=wFyZXhpLd5U,Média,Álgebra,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 175: Combinatória - Distribuindo Presentes Entre Filhos | Matemática,https://www.youtube.com/watch?v=EjK2FWqK_D4,Média,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 176: Velocidade Média no Futebol - Distância Percorrida | Prof. Alisson Marques,https://www.youtube.com/watch?v=jpiN1NWUqWo,Média,Aritmética,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 177: Volume de Ouro em Medalha - Cilindro e Prisma | Matemática Prof. Alisson,https://www.youtube.com/watch?v=VtONk4Mdb2E,Média,Volume,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 178: Probabilidade com Dados - Quem Tem Maior Chance de Ganhar? | Matemática,https://www.youtube.com/watch?v=1V7yzNopY_I,Média,Geometria Espacial,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
ENEM 2025 Questão 180: PROGRESSÃO ARITMÉTICA - Jogo das Moedas RESOLVIDO | Matemática,https://www.youtube.com/watch?v=zEDd4-mfje0,Média,Gráfico,confirmado_transcricao_ia,Matemática Online Alisson Marques,UCxkrv0Mvgc5GTi8xj0DhSTQ
